location,store_name,item_id,margin,timestamp
Manchester,Lidil,15,7.25,2016-07-03 16:58:07
London,Aldi,58,9.94,2016-06-28 17:36:20
Glasglow,Coop,24,3.44,2016-11-22 15:47:05
Newcastle,Tesco,43,4.40,2016-04-20 19:53:37
Edinburgh,Coop,10,3.50,2016-06-24 23:17:46
Edinburgh,Coop,32,5.49,2017-01-06 04:56:56
Manchester,Coop,51,3.86,2016-06-22 18:24:16
Newcastle,Lidil,7,1.31,2016-05-11 12:55:22
Glasglow,Morissons,49,3.94,2016-07-04 12:25:53
Edinburgh,Morissons,9,2.35,2016-11-15 18:45:16
London,Sainsbury,26,8.90,2017-01-13 21:15:18
Glasglow,Tesco,55,4.70,2016-05-05 13:52:16
Newcastle,Coop,38,8.22,2016-07-02 06:04:17
Edinburgh,Lidil,49,3.94,2017-02-08 02:58:33
Newcastle,Spar,18,3.99,2016-12-25 03:24:23
London,Spar,60,3.85,2017-03-08 01:45:55
London,Morissons,19,3.93,2016-07-25 04:38:39
Newcastle,Coop,34,9.47,2016-05-29 21:24:52
London,Spar,28,3.99,2017-02-12 22:36:06
Manchester,Spar,44,4.94,2016-06-14 02:44:58
Edinburgh,Morissons,22,1.07,2016-06-19 02:41:29
Birmingham,Sainsbury,14,0.36,2016-03-11 21:57:50
Birmingham,Spar,56,9.55,2016-12-12 08:50:43
Newcastle,Coop,27,4.42,2016-09-21 17:32:16
Birmingham,Aldi,48,1.26,2016-06-11 23:09:17
Birmingham,Lidil,46,0.99,2016-08-08 10:10:44
Edinburgh,Morissons,27,4.42,2016-11-20 20:31:59
Edinburgh,Aldi,10,3.50,2016-03-13 14:31:15
Glasglow,Sainsbury,3,5.55,2016-09-21 16:26:06
Edinburgh,Aldi,14,0.36,2016-12-26 16:36:50
Birmingham,Lidil,57,4.52,2016-08-02 07:36:29
Birmingham,Aldi,52,8.17,2016-07-18 02:24:03
London,Spar,20,6.97,2016-12-04 14:47:36
Manchester,Sainsbury,56,9.55,2016-04-04 12:36:57
Manchester,Aldi,48,1.26,2016-06-30 16:26:42
Glasglow,Coop,8,8.32,2016-09-24 00:16:38
Edinburgh,Aldi,34,9.47,2016-11-08 05:45:49
Glasglow,Spar,49,3.94,2016-07-25 15:21:33
Birmingham,Sainsbury,33,6.82,2016-06-29 05:54:55
Birmingham,Sainsbury,46,0.99,2016-11-20 08:45:41
Glasglow,Morissons,26,8.90,2016-04-18 21:22:01
Edinburgh,Morissons,48,1.26,2016-05-06 18:55:03
Newcastle,Lidil,27,4.42,2016-09-25 11:16:31
Edinburgh,Aldi,11,5.41,2016-06-28 18:49:27
Manchester,Spar,10,3.50,2016-07-13 23:43:54
Manchester,Sainsbury,4,1.98,2017-01-07 03:34:14
Manchester,Sainsbury,7,1.31,2016-11-14 08:19:43
Glasglow,Aldi,11,5.41,2017-02-19 23:57:37
Newcastle,Aldi,4,1.98,2017-02-23 00:25:33
Edinburgh,Coop,14,0.36,2017-02-09 16:03:32
Edinburgh,Spar,54,9.60,2016-07-11 10:20:10
Newcastle,Tesco,46,0.99,2016-11-04 21:36:30
Birmingham,Aldi,15,7.25,2016-09-18 07:31:54
Birmingham,Coop,15,7.25,2016-03-14 09:35:58
Birmingham,Spar,46,0.99,2017-02-26 20:38:24
Manchester,Sainsbury,26,8.90,2016-06-16 19:45:33
London,Coop,19,3.93,2016-07-13 15:35:39
Manchester,Morissons,37,8.00,2016-11-23 19:25:17
Newcastle,Spar,39,5.92,2017-02-11 20:40:31
Newcastle,Tesco,13,8.53,2016-04-30 16:42:51
Manchester,Spar,31,6.10,2016-12-27 17:59:05
London,Sainsbury,32,5.49,2016-08-30 06:37:35
Manchester,Lidil,17,6.34,2016-03-29 23:46:57
Manchester,Lidil,40,1.87,2016-03-20 17:27:35
Glasglow,Sainsbury,42,9.19,2016-11-19 03:18:17
Newcastle,Sainsbury,11,5.41,2016-06-02 16:06:33
Newcastle,Sainsbury,48,1.26,2017-03-05 09:59:32
Edinburgh,Aldi,6,4.36,2016-12-11 19:08:20
Manchester,Tesco,16,6.00,2016-05-11 20:20:27
Birmingham,Coop,6,4.36,2016-09-05 05:34:36
Manchester,Morissons,17,6.34,2016-12-31 17:16:17
Manchester,Lidil,34,9.47,2016-04-28 08:13:39
London,Sainsbury,6,4.36,2016-11-18 22:10:57
Glasglow,Morissons,2,2.38,2016-03-24 14:56:16
Manchester,Tesco,33,6.82,2017-01-31 17:47:54
Newcastle,Sainsbury,17,6.34,2017-02-11 19:57:01
Manchester,Lidil,16,6.00,2016-11-22 07:28:04
Glasglow,Coop,4,1.98,2016-12-22 10:21:24
Edinburgh,Spar,28,3.99,2016-08-03 06:59:10
Glasglow,Aldi,37,8.00,2016-10-09 02:58:43
Glasglow,Lidil,28,3.99,2016-07-31 04:24:29
London,Morissons,18,3.99,2016-04-04 18:08:36
Newcastle,Sainsbury,39,5.92,2016-07-24 08:50:29
Newcastle,Sainsbury,27,4.42,2017-02-12 22:53:53
Edinburgh,Morissons,38,8.22,2017-01-13 17:50:34
Edinburgh,Sainsbury,35,2.13,2016-10-21 14:43:08
Newcastle,Aldi,21,5.78,2016-04-16 14:58:35
Manchester,Tesco,3,5.55,2016-04-14 11:48:09
Newcastle,Spar,46,0.99,2016-06-11 06:56:00
Birmingham,Lidil,60,3.85,2016-05-28 16:59:20
Glasglow,Lidil,49,3.94,2016-10-16 20:10:41
Manchester,Sainsbury,39,5.92,2016-12-30 15:13:58
Glasglow,Lidil,21,5.78,2017-02-12 01:40:20
Manchester,Spar,59,0.54,2016-10-24 05:41:13
London,Aldi,14,0.36,2016-05-11 01:03:36
London,Coop,16,6.00,2016-06-25 11:18:33
Newcastle,Coop,28,3.99,2016-07-03 10:59:05
Edinburgh,Sainsbury,31,6.10,2016-10-05 08:53:54
Newcastle,Sainsbury,33,6.82,2017-01-10 13:27:14
Glasglow,Lidil,58,9.94,2017-01-03 08:20:34
Newcastle,Aldi,16,6.00,2016-03-15 17:42:28
Birmingham,Spar,29,1.14,2016-07-06 21:52:27
Edinburgh,Sainsbury,46,0.99,2017-01-08 12:02:11
Newcastle,Spar,60,3.85,2017-01-17 03:57:14
Glasglow,Coop,34,9.47,2016-11-12 09:01:45
Glasglow,Tesco,17,6.34,2016-11-24 12:55:55
Glasglow,Morissons,43,4.40,2017-01-09 02:38:00
Manchester,Spar,2,2.38,2016-12-01 03:38:39
Manchester,Coop,32,5.49,2016-03-03 23:06:07
Newcastle,Aldi,12,5.99,2016-07-29 04:13:45
Glasglow,Morissons,46,0.99,2016-04-29 12:29:14
Manchester,Spar,9,2.35,2017-02-27 09:03:21
Edinburgh,Sainsbury,17,6.34,2016-10-03 12:30:59
Glasglow,Spar,36,5.67,2016-08-04 06:59:53
Newcastle,Tesco,58,9.94,2016-11-23 03:52:04
Birmingham,Lidil,5,7.93,2016-03-17 14:53:03
Manchester,Coop,19,3.93,2016-07-12 03:36:17
Birmingham,Aldi,56,9.55,2016-10-26 23:11:26
Newcastle,Lidil,36,5.67,2016-03-29 03:05:28
Newcastle,Tesco,1,1.30,2016-05-22 06:10:23
Newcastle,Lidil,9,2.35,2016-12-24 11:02:33
Birmingham,Lidil,12,5.99,2016-05-26 18:12:33
Manchester,Morissons,14,0.36,2016-10-11 16:22:53
Newcastle,Lidil,48,1.26,2016-04-03 16:40:39
London,Morissons,28,3.99,2017-02-25 08:05:15
Manchester,Lidil,2,2.38,2016-05-15 12:04:44
Glasglow,Morissons,52,8.17,2016-09-27 04:49:36
Edinburgh,Sainsbury,36,5.67,2017-01-14 13:57:29
Glasglow,Morissons,18,3.99,2016-07-06 09:23:41
London,Aldi,45,8.92,2016-12-18 00:20:46
Glasglow,Coop,18,3.99,2016-11-24 11:19:08
Edinburgh,Sainsbury,4,1.98,2016-04-28 16:53:43
Edinburgh,Aldi,56,9.55,2016-03-08 17:03:34
Glasglow,Lidil,27,4.42,2016-09-16 10:56:54
Birmingham,Morissons,40,1.87,2017-01-08 06:22:40
Birmingham,Tesco,35,2.13,2016-03-26 11:49:37
Birmingham,Coop,4,1.98,2016-06-02 14:35:03
Edinburgh,Spar,4,1.98,2016-09-26 21:48:53
Birmingham,Tesco,22,1.07,2016-06-04 03:42:57
London,Sainsbury,39,5.92,2016-10-23 20:06:31
Edinburgh,Spar,6,4.36,2016-08-02 13:19:58
Glasglow,Coop,15,7.25,2017-03-09 17:42:58
Edinburgh,Morissons,37,8.00,2017-02-09 03:52:52
London,Morissons,9,2.35,2016-03-15 06:23:05
Newcastle,Spar,14,0.36,2016-08-22 18:02:59
London,Spar,60,3.85,2016-05-09 10:25:19
Edinburgh,Sainsbury,21,5.78,2016-03-31 03:39:53
Glasglow,Morissons,46,0.99,2016-08-22 12:40:27
Birmingham,Coop,4,1.98,2016-12-29 15:59:51
Glasglow,Sainsbury,10,3.50,2017-01-03 03:02:35
Newcastle,Lidil,2,2.38,2016-07-17 11:17:10
Edinburgh,Tesco,8,8.32,2016-10-06 15:07:06
Edinburgh,Lidil,19,3.93,2016-09-20 13:27:49
Glasglow,Tesco,10,3.50,2016-05-11 12:32:42
Glasglow,Sainsbury,50,3.06,2016-07-29 05:19:58
London,Sainsbury,8,8.32,2016-03-03 17:43:53
Glasglow,Tesco,14,0.36,2016-04-30 19:22:35
Edinburgh,Coop,41,6.96,2017-01-28 08:46:27
London,Morissons,43,4.40,2016-04-27 20:41:20
Edinburgh,Morissons,29,1.14,2016-07-12 01:03:53
Glasglow,Tesco,20,6.97,2016-04-09 05:05:32
London,Sainsbury,2,2.38,2016-03-07 10:17:18
London,Spar,39,5.92,2016-11-18 14:03:33
Manchester,Spar,9,2.35,2016-07-31 19:31:14
Manchester,Tesco,24,3.44,2017-02-22 09:08:03
Edinburgh,Lidil,54,9.60,2016-11-20 10:56:47
Edinburgh,Coop,46,0.99,2016-03-16 17:02:25
Glasglow,Tesco,25,9.94,2016-09-17 17:25:36
Glasglow,Lidil,24,3.44,2016-06-29 12:11:21
Edinburgh,Coop,51,3.86,2016-09-24 21:05:59
Edinburgh,Aldi,41,6.96,2016-03-01 11:59:30
Newcastle,Sainsbury,14,0.36,2016-04-16 09:17:15
Manchester,Coop,51,3.86,2016-12-24 14:45:28
Edinburgh,Coop,23,7.37,2017-03-03 05:12:10
Birmingham,Aldi,38,8.22,2016-10-07 07:26:36
Newcastle,Lidil,19,3.93,2016-11-14 00:15:14
Manchester,Coop,47,7.05,2016-05-27 20:22:51
Manchester,Sainsbury,44,4.94,2016-10-05 12:38:35
Newcastle,Coop,47,7.05,2016-11-05 02:00:43
Glasglow,Morissons,54,9.60,2017-01-09 20:59:52
Edinburgh,Sainsbury,49,3.94,2016-04-27 09:33:34
Newcastle,Aldi,34,9.47,2016-03-18 14:22:54
Birmingham,Aldi,32,5.49,2017-03-01 15:57:32
Manchester,Sainsbury,33,6.82,2016-09-11 18:56:22
London,Aldi,14,0.36,2016-04-07 20:17:03
Newcastle,Spar,34,9.47,2016-11-17 20:28:03
Edinburgh,Spar,14,0.36,2016-05-18 22:08:00
Birmingham,Morissons,44,4.94,2016-06-01 11:14:43
Newcastle,Sainsbury,43,4.40,2016-06-13 02:13:32
Edinburgh,Tesco,44,4.94,2016-10-06 04:40:22
Newcastle,Spar,25,9.94,2016-09-14 23:01:11
London,Tesco,60,3.85,2016-11-09 16:08:45
Glasglow,Tesco,60,3.85,2017-01-19 20:44:50
Edinburgh,Sainsbury,52,8.17,2016-03-21 17:13:55
Birmingham,Morissons,35,2.13,2016-11-03 02:20:52
Edinburgh,Tesco,20,6.97,2016-12-21 08:42:12
Edinburgh,Aldi,8,8.32,2017-03-01 19:54:34
Newcastle,Coop,20,6.97,2016-12-19 17:55:44
London,Tesco,16,6.00,2016-10-07 11:33:39
Glasglow,Sainsbury,24,3.44,2016-07-29 07:45:00
Glasglow,Coop,53,4.90,2016-05-03 14:14:10
London,Morissons,21,5.78,2016-12-01 11:28:24
Edinburgh,Lidil,49,3.94,2017-03-13 07:25:40
Edinburgh,Sainsbury,37,8.00,2016-12-31 00:59:03
Edinburgh,Morissons,8,8.32,2016-03-24 08:58:51
London,Spar,55,4.70,2016-09-17 20:29:22
Glasglow,Spar,5,7.93,2016-05-28 04:36:25
Manchester,Coop,19,3.93,2016-10-20 22:28:41
Glasglow,Lidil,47,7.05,2016-04-13 13:43:32
Manchester,Morissons,24,3.44,2016-11-23 20:34:20
Edinburgh,Tesco,41,6.96,2017-02-02 20:00:01
Edinburgh,Lidil,58,9.94,2017-01-04 03:10:56
Newcastle,Sainsbury,35,2.13,2017-02-11 04:40:23
Newcastle,Lidil,59,0.54,2017-02-10 00:05:21
Birmingham,Tesco,22,1.07,2016-10-25 09:09:35
Glasglow,Morissons,6,4.36,2016-08-21 16:19:52
Edinburgh,Morissons,27,4.42,2016-12-16 22:03:56
Glasglow,Lidil,9,2.35,2017-01-04 19:54:42
Newcastle,Morissons,47,7.05,2017-01-04 16:41:17
Newcastle,Aldi,17,6.34,2016-03-18 08:20:25
London,Coop,46,0.99,2017-01-26 03:22:09
London,Lidil,60,3.85,2016-04-30 06:05:57
London,Morissons,47,7.05,2016-11-27 17:34:18
Birmingham,Aldi,52,8.17,2016-05-25 19:41:24
Glasglow,Sainsbury,53,4.90,2017-03-03 03:46:52
Manchester,Aldi,25,9.94,2016-05-28 01:09:10
Manchester,Lidil,24,3.44,2016-04-24 16:26:40
Newcastle,Lidil,60,3.85,2016-11-28 16:09:59
Newcastle,Aldi,38,8.22,2016-06-08 18:26:52
London,Spar,26,8.90,2016-03-02 14:59:15
Manchester,Coop,23,7.37,2016-08-17 23:01:08
Newcastle,Lidil,33,6.82,2016-08-28 20:08:17
Glasglow,Spar,38,8.22,2016-06-15 16:36:04
Manchester,Spar,51,3.86,2017-01-18 19:40:52
Birmingham,Coop,41,6.96,2016-08-06 14:30:35
Birmingham,Tesco,9,2.35,2017-01-13 20:00:32
Glasglow,Morissons,49,3.94,2016-03-31 15:14:24
Newcastle,Lidil,27,4.42,2016-09-24 03:24:57
Glasglow,Aldi,4,1.98,2016-11-21 07:07:06
Newcastle,Spar,2,2.38,2016-08-15 23:27:58
London,Tesco,52,8.17,2017-03-13 22:59:46
Birmingham,Tesco,4,1.98,2016-08-06 19:38:51
Manchester,Lidil,35,2.13,2016-04-10 07:35:46
London,Tesco,41,6.96,2017-01-14 16:21:11
Manchester,Lidil,16,6.00,2016-12-10 22:11:32
Newcastle,Coop,53,4.90,2016-04-10 07:08:12
Birmingham,Aldi,16,6.00,2016-11-15 22:47:49
Newcastle,Aldi,2,2.38,2016-03-31 10:33:00
Edinburgh,Tesco,10,3.50,2016-11-05 14:54:51
Birmingham,Tesco,30,4.50,2016-10-28 13:28:51
London,Lidil,9,2.35,2016-09-12 22:23:11
London,Tesco,16,6.00,2016-06-14 04:17:01
Glasglow,Aldi,47,7.05,2016-07-09 01:32:32
Edinburgh,Aldi,10,3.50,2016-03-13 21:17:48
London,Aldi,40,1.87,2016-12-27 03:03:18
Birmingham,Sainsbury,3,5.55,2017-02-08 10:05:37
Manchester,Aldi,41,6.96,2016-11-08 19:43:59
Edinburgh,Coop,20,6.97,2016-12-11 17:43:38
Glasglow,Tesco,48,1.26,2016-06-13 20:12:19
Edinburgh,Aldi,43,4.40,2017-01-14 23:02:30
London,Morissons,46,0.99,2016-11-09 21:23:10
Edinburgh,Lidil,47,7.05,2016-07-29 15:18:14
London,Sainsbury,34,9.47,2017-01-03 12:52:58
Edinburgh,Sainsbury,30,4.50,2016-10-24 13:53:53
London,Morissons,24,3.44,2017-03-05 16:32:02
Manchester,Morissons,5,7.93,2016-05-08 10:46:05
Newcastle,Sainsbury,31,6.10,2016-04-30 02:05:43
Manchester,Lidil,12,5.99,2017-03-09 17:48:35
Glasglow,Spar,55,4.70,2016-03-30 14:22:47
Glasglow,Coop,23,7.37,2016-06-01 23:12:07
London,Tesco,37,8.00,2016-08-19 12:52:38
London,Tesco,36,5.67,2016-07-07 08:16:36
Newcastle,Morissons,40,1.87,2016-06-11 19:55:05
Edinburgh,Coop,6,4.36,2017-01-18 10:57:09
Newcastle,Sainsbury,51,3.86,2016-05-01 12:57:56
Birmingham,Aldi,48,1.26,2016-09-09 07:50:32
Newcastle,Lidil,45,8.92,2017-01-02 19:14:20
Birmingham,Coop,2,2.38,2016-03-23 20:03:41
London,Coop,12,5.99,2017-01-17 21:39:06
Newcastle,Sainsbury,3,5.55,2017-01-12 08:05:08
London,Aldi,38,8.22,2017-03-06 04:42:36
London,Morissons,10,3.50,2016-10-08 19:58:37
Edinburgh,Morissons,24,3.44,2016-05-13 19:59:51
Newcastle,Morissons,21,5.78,2016-04-16 19:43:54
Newcastle,Aldi,28,3.99,2016-03-15 10:53:04
London,Aldi,23,7.37,2016-06-15 13:25:52
Glasglow,Morissons,10,3.50,2017-02-16 10:16:55
London,Spar,48,1.26,2017-03-02 15:55:34
Glasglow,Spar,58,9.94,2016-12-23 21:54:04
Edinburgh,Spar,3,5.55,2016-04-24 23:46:47
Manchester,Morissons,4,1.98,2016-12-31 14:16:07
Birmingham,Sainsbury,48,1.26,2016-11-14 18:32:43
London,Coop,7,1.31,2017-03-10 07:09:09
Birmingham,Sainsbury,34,9.47,2016-05-23 20:57:58
Glasglow,Coop,9,2.35,2016-10-22 21:26:07
Newcastle,Morissons,22,1.07,2016-06-15 16:31:14
Manchester,Aldi,57,4.52,2016-12-14 21:12:12
Manchester,Aldi,8,8.32,2017-01-06 16:37:15
Newcastle,Coop,6,4.36,2016-04-13 11:16:39
Manchester,Lidil,8,8.32,2016-12-07 19:31:57
Edinburgh,Coop,11,5.41,2017-01-31 15:19:17
Birmingham,Lidil,34,9.47,2016-11-15 13:40:16
Edinburgh,Lidil,16,6.00,2016-06-15 16:39:10
Manchester,Sainsbury,12,5.99,2017-02-11 20:31:51
Manchester,Sainsbury,55,4.70,2017-02-09 10:13:52
London,Coop,20,6.97,2016-04-04 08:48:24
Manchester,Sainsbury,30,4.50,2016-07-10 14:22:13
Manchester,Lidil,11,5.41,2016-08-27 18:14:21
Manchester,Aldi,58,9.94,2016-12-25 09:06:22
London,Spar,34,9.47,2016-09-08 18:22:49
London,Aldi,57,4.52,2016-07-13 09:40:42
Manchester,Coop,24,3.44,2016-07-26 09:47:43
Edinburgh,Coop,56,9.55,2016-10-12 20:37:12
Manchester,Spar,26,8.90,2016-11-26 16:16:47
Glasglow,Aldi,36,5.67,2017-01-25 13:16:59
Birmingham,Aldi,49,3.94,2017-03-06 18:14:35
Manchester,Tesco,53,4.90,2016-09-14 07:00:14
Birmingham,Tesco,60,3.85,2016-05-05 13:54:21
Glasglow,Sainsbury,58,9.94,2016-10-16 11:40:18
Manchester,Morissons,52,8.17,2016-10-16 16:19:10
London,Coop,58,9.94,2016-03-30 12:55:06
Birmingham,Sainsbury,13,8.53,2017-01-06 11:28:47
London,Sainsbury,18,3.99,2016-05-16 03:24:35
Manchester,Aldi,26,8.90,2016-07-26 21:03:32
Newcastle,Morissons,38,8.22,2016-05-08 15:54:00
London,Aldi,22,1.07,2017-03-07 12:29:01
Manchester,Coop,14,0.36,2017-01-23 06:59:36
Edinburgh,Spar,47,7.05,2016-11-05 14:27:25
Edinburgh,Morissons,11,5.41,2016-06-15 15:41:54
Manchester,Coop,15,7.25,2016-04-16 09:40:03
Manchester,Tesco,17,6.34,2016-05-27 06:24:23
Birmingham,Morissons,31,6.10,2017-02-05 08:44:45
Manchester,Spar,53,4.90,2016-11-26 12:18:37
London,Lidil,58,9.94,2016-03-14 14:37:56
Manchester,Coop,40,1.87,2016-03-04 14:10:16
Newcastle,Morissons,20,6.97,2016-08-06 08:00:25
Edinburgh,Sainsbury,7,1.31,2016-04-04 01:15:29
Newcastle,Aldi,24,3.44,2017-01-26 20:37:36
London,Aldi,22,1.07,2016-08-22 00:11:41
Edinburgh,Tesco,34,9.47,2016-11-08 22:55:11
Glasglow,Tesco,54,9.60,2016-11-23 13:13:39
London,Coop,55,4.70,2016-11-18 21:37:20
Glasglow,Morissons,57,4.52,2016-10-13 13:14:51
Edinburgh,Spar,12,5.99,2016-09-02 10:13:44
Edinburgh,Coop,60,3.85,2016-08-05 01:35:52
Edinburgh,Lidil,50,3.06,2017-02-07 10:35:36
Newcastle,Aldi,40,1.87,2016-12-23 21:38:41
Glasglow,Lidil,47,7.05,2017-01-31 02:58:30
Glasglow,Spar,20,6.97,2016-12-29 02:11:11
Glasglow,Aldi,46,0.99,2016-08-16 11:00:36
Birmingham,Tesco,6,4.36,2016-11-13 14:20:51
Birmingham,Tesco,15,7.25,2017-01-27 18:00:09
London,Sainsbury,53,4.90,2016-09-26 22:55:19
Newcastle,Morissons,25,9.94,2016-04-20 15:51:00
Glasglow,Lidil,26,8.90,2017-03-09 17:31:46
Manchester,Morissons,33,6.82,2016-10-25 09:23:46
London,Coop,28,3.99,2017-02-22 03:57:30
Newcastle,Coop,6,4.36,2016-07-09 03:40:02
London,Aldi,13,8.53,2016-03-05 21:30:12
Birmingham,Aldi,38,8.22,2017-02-01 23:47:24
Newcastle,Sainsbury,21,5.78,2017-01-20 22:13:30
Birmingham,Tesco,42,9.19,2016-09-01 17:05:15
London,Sainsbury,40,1.87,2016-12-10 02:26:25
Birmingham,Morissons,49,3.94,2017-02-01 21:31:20
Glasglow,Spar,22,1.07,2016-10-21 12:52:14
London,Spar,42,9.19,2016-12-18 15:05:02
Edinburgh,Coop,30,4.50,2016-09-29 14:08:00
Birmingham,Sainsbury,43,4.40,2016-12-05 22:16:12
Birmingham,Spar,40,1.87,2017-01-27 14:27:20
London,Aldi,25,9.94,2016-05-19 21:09:26
Manchester,Aldi,32,5.49,2016-07-16 07:12:44
Edinburgh,Sainsbury,59,0.54,2016-08-02 04:28:50
Edinburgh,Coop,19,3.93,2017-02-19 03:10:49
Edinburgh,Spar,56,9.55,2016-03-10 16:51:27
Edinburgh,Tesco,33,6.82,2016-06-26 13:37:03
Edinburgh,Coop,9,2.35,2016-04-12 04:27:07
Newcastle,Sainsbury,8,8.32,2016-11-10 05:42:24
Newcastle,Sainsbury,38,8.22,2016-11-18 18:34:53
Newcastle,Aldi,32,5.49,2017-02-04 09:43:10
Newcastle,Sainsbury,52,8.17,2017-01-09 08:48:30
Manchester,Spar,5,7.93,2016-11-17 05:17:57
Manchester,Aldi,30,4.50,2016-08-03 14:30:02
Edinburgh,Morissons,33,6.82,2016-07-16 12:34:04
Birmingham,Aldi,15,7.25,2016-11-08 13:43:19
Edinburgh,Morissons,1,1.30,2016-12-13 00:51:10
Manchester,Lidil,43,4.40,2016-03-25 04:26:07
Manchester,Morissons,10,3.50,2016-10-01 09:35:04
Manchester,Aldi,57,4.52,2016-10-09 19:26:08
Newcastle,Aldi,43,4.40,2016-04-01 18:40:03
London,Morissons,34,9.47,2016-06-16 23:50:07
Newcastle,Morissons,10,3.50,2017-01-15 14:12:20
Birmingham,Sainsbury,32,5.49,2016-08-25 07:28:57
London,Spar,50,3.06,2016-10-31 20:22:35
Manchester,Sainsbury,1,1.30,2017-03-01 08:47:30
Manchester,Coop,52,8.17,2016-07-15 21:22:56
Edinburgh,Coop,4,1.98,2017-01-13 18:42:32
Edinburgh,Spar,5,7.93,2016-09-09 13:20:00
Birmingham,Sainsbury,36,5.67,2016-06-21 13:31:12
Newcastle,Spar,21,5.78,2016-08-05 18:11:31
Manchester,Lidil,60,3.85,2016-05-31 17:59:19
London,Tesco,6,4.36,2017-01-09 09:05:03
Birmingham,Spar,47,7.05,2017-02-23 12:15:13
London,Morissons,19,3.93,2016-10-05 09:23:53
Manchester,Aldi,57,4.52,2016-07-16 08:17:13
Manchester,Spar,51,3.86,2016-03-28 18:27:17
Edinburgh,Morissons,51,3.86,2016-05-12 11:32:50
Birmingham,Tesco,49,3.94,2016-03-24 08:30:33
Manchester,Tesco,48,1.26,2016-03-30 05:55:20
Glasglow,Lidil,56,9.55,2017-01-26 23:08:31
Edinburgh,Tesco,3,5.55,2016-03-31 18:32:05
Glasglow,Sainsbury,9,2.35,2016-07-22 23:07:06
Newcastle,Aldi,55,4.70,2016-06-17 18:42:07
Edinburgh,Spar,35,2.13,2016-06-19 10:50:06
Manchester,Aldi,45,8.92,2016-06-07 05:59:17
Manchester,Aldi,5,7.93,2016-07-23 20:48:48
London,Aldi,55,4.70,2016-08-31 05:41:02
Edinburgh,Sainsbury,55,4.70,2016-11-10 09:26:20
Manchester,Morissons,50,3.06,2016-09-30 07:10:24
Edinburgh,Lidil,20,6.97,2016-11-18 06:04:57
Edinburgh,Tesco,31,6.10,2016-03-16 02:22:34
Birmingham,Sainsbury,57,4.52,2016-06-08 09:14:16
Newcastle,Tesco,55,4.70,2016-03-09 05:33:57
Newcastle,Tesco,43,4.40,2017-02-09 08:38:41
Glasglow,Sainsbury,32,5.49,2016-09-15 22:00:33
London,Coop,27,4.42,2016-03-07 10:17:04
Manchester,Sainsbury,42,9.19,2016-10-21 19:07:55
London,Morissons,31,6.10,2016-08-04 22:16:39
Newcastle,Sainsbury,16,6.00,2016-05-17 05:59:59
London,Aldi,46,0.99,2017-01-20 09:17:50
Birmingham,Spar,27,4.42,2017-03-06 02:12:56
Edinburgh,Tesco,24,3.44,2016-03-30 20:59:18
Edinburgh,Tesco,48,1.26,2016-07-27 17:28:45
Edinburgh,Tesco,51,3.86,2016-10-16 08:33:01
Manchester,Coop,22,1.07,2016-09-28 17:29:39
Glasglow,Coop,27,4.42,2016-05-03 08:43:59
Manchester,Coop,43,4.40,2016-11-19 09:36:18
Edinburgh,Spar,17,6.34,2016-05-06 15:01:51
Birmingham,Aldi,3,5.55,2016-04-07 20:29:04
Manchester,Lidil,39,5.92,2016-03-21 04:10:35
Birmingham,Tesco,21,5.78,2016-12-18 13:40:48
London,Sainsbury,58,9.94,2017-02-20 01:21:14
Glasglow,Sainsbury,31,6.10,2016-12-28 12:04:07
London,Morissons,50,3.06,2016-09-02 09:50:45
Glasglow,Spar,19,3.93,2016-04-03 11:06:44
Birmingham,Sainsbury,21,5.78,2016-04-29 02:23:52
Birmingham,Coop,60,3.85,2017-02-05 21:04:22
London,Spar,26,8.90,2016-09-18 11:14:01
Birmingham,Morissons,51,3.86,2016-10-16 11:07:04
Manchester,Spar,29,1.14,2017-01-01 16:16:42
Manchester,Aldi,23,7.37,2017-03-09 09:55:28
Glasglow,Spar,37,8.00,2016-09-17 01:26:13
Manchester,Morissons,11,5.41,2016-07-03 14:43:11
London,Aldi,18,3.99,2016-04-04 15:22:19
Manchester,Lidil,43,4.40,2016-07-25 12:14:30
Newcastle,Aldi,5,7.93,2016-04-06 09:48:15
Manchester,Lidil,53,4.90,2017-01-10 09:33:20
Glasglow,Coop,17,6.34,2016-05-29 16:27:32
Newcastle,Sainsbury,9,2.35,2016-03-15 14:03:28
London,Aldi,35,2.13,2016-11-14 02:39:48
Birmingham,Sainsbury,53,4.90,2016-04-09 10:08:58
London,Morissons,42,9.19,2016-07-26 06:10:38
Glasglow,Morissons,14,0.36,2017-03-05 09:03:25
Manchester,Coop,30,4.50,2016-07-30 14:29:09
London,Coop,42,9.19,2016-07-30 12:51:23
Newcastle,Lidil,26,8.90,2016-08-09 06:27:06
London,Sainsbury,44,4.94,2016-11-17 01:43:27
Birmingham,Lidil,15,7.25,2017-02-06 08:05:57
Edinburgh,Aldi,43,4.40,2016-07-22 05:01:18
Newcastle,Sainsbury,60,3.85,2016-07-23 08:29:16
Birmingham,Coop,37,8.00,2016-09-10 15:31:57
Edinburgh,Tesco,40,1.87,2016-10-05 12:08:35
Birmingham,Coop,1,1.30,2016-07-24 23:56:13
Manchester,Tesco,47,7.05,2016-03-20 14:40:28
London,Aldi,12,5.99,2017-02-20 14:15:20
London,Sainsbury,24,3.44,2016-03-04 10:19:41
